GeneIDs	lcountsRep1	lcountsRep2	lcountsRep3	lcountsRep4	lcountsRep5	lcountsRep6	mean
NM_174793	3	0	1	3	5	8	3.333333333
NM_174794	31	40	22	23	30	30	29.33333333
NM_174795	1	2	0	2	2	1	1.333333333
NM_174796	0	0	0	0	0	0	0
NM_174798	0	0	0	0	0	0	0
NM_174800	5	8	4	4	5	5	5.166666667
NM_174801	8	7	10	14	6	9	9
NM_174804	994	995	995	1037	948	1042	1001.833333
NM_174805	62	69	70	65	54	61	63.5
NM_174806	41	43	37	32	35	36	37.33333333
NM_174808	26	33	24	22	26	19	25
NM_174810	50	53	39	44	62	59	51.16666667
NM_174811	29	28	31	28	23	27	27.66666667
NM_174812	7	9	5	7	8	8	7.333333333
NM_174814	27	27	25	18	28	24	24.83333333
NM_174815	215	214	215	203	244	225	219.3333333
NM_174818	131	123	123	130	133	133	128.8333333
NM_174819	39	41	38	42	33	38	38.5
NM_174820	14	22	11	9	13	19	14.66666667
NM_174821	23	25	21	20	34	15	23
NM_174822	13	10	10	20	8	15	12.66666667
NM_174824	10	11	13	4	6	10	9
NM_174825	2	3	1	0	5	2	2.166666667
NM_174826	0	0	0	0	0	0	0
NM_174827	0	0	0	0	0	0	0
NM_174828	61915	61746	61669	62022	62153	62195	61950
NM_174829	0	0	0	0	0	0	0
NM_174830	10	14	4	7	11	12	9.666666667
NM_174832	0	0	0	0	0	0	0
NM_174833	0	0	0	0	0	0	0
NM_174834	0	0	0	0	0	0	0
NM_174837	34	51	29	35	36	23	34.66666667
NM_174839	43	49	39	42	51	54	46.33333333
NM_174841	23	23	24	28	24	31	25.5
NM_174842	3	7	4	5	1	5	4.166666667
NM_174843	4	4	1	5	5	11	5
NM_174844	6	5	5	4	7	4	5.166666667
NM_174845	50	62	51	59	50	49	53.5
NM_175049	3	1	2	2	2	4	2.333333333
NM_175050	2	2	0	3	5	1	2.166666667
NM_175051	1	0	1	2	0	2	1
NM_175700	3	3	4	1	5	1	2.833333333
NM_175701	15	11	20	14	14	17	15.16666667
NM_175703	0	0	0	0	0	0	0
NM_175712	12	14	11	13	6	8	10.66666667
NM_175716	0	0	0	0	0	0	0
NM_175717	0	0	0	0	0	0	0
NM_175718	94	107	113	89	87	91	96.83333333
NM_175772	0	0	0	0	0	0	0
NM_175773	23	26	27	20	19	24	23.16666667
NM_175776	46	54	51	42	42	48	47.16666667
NM_175777	162	171	132	184	164	152	160.8333333
NM_175778	0	0	0	0	0	0	0
NM_175779	20	23	23	20	19	17	20.33333333
NM_175780	166	178	164	159	170	179	169.3333333
NM_175781	5	4	6	1	5	6	4.5
NM_175782	59	72	58	50	48	51	56.33333333
NM_175784	44	50	51	36	34	42	42.83333333
NM_175785	4	1	2	5	3	3	3
NM_175786	0	0	0	0	0	0	0
NM_175787	64	59	69	69	64	70	65.83333333
NM_175788	6	5	7	6	4	5	5.5
NM_175790	10	7	12	9	11	8	9.5
NM_175791	42	37	45	42	30	36	38.66666667
NM_175792	1	0	1	1	4	1	1.333333333
NM_175793	1	1	1	0	2	1	1
NM_175794	106	96	114	109	105	115	107.5
NM_175795	57	39	55	40	53	64	51.33333333
NM_175796	55	58	49	44	48	56	51.66666667
NM_175797	10	10	13	7	7	10	9.5
NM_175798	5	11	5	6	1	5	5.5
NM_175799	0	0	0	0	0	0	0
NM_175800	25	31	21	24	27	29	26.16666667
NM_175801	2	1	0	1	4	0	1.333333333
NM_175802	572	562	578	583	536	551	563.6666667
NM_175803	16	6	17	22	17	19	16.16666667
NM_175804	1	1	2	2	1	2	1.5
NM_175805	10	8	8	8	14	9	9.5
NM_175806	75	76	69	73	74	84	75.16666667
NM_175807	269	294	277	257	272	289	276.3333333
NM_175808	6	9	7	6	9	6	7.166666667
NM_175810	58	44	61	59	63	65	58.33333333
NM_175811	0	0	0	0	0	0	0
NM_175812	157	159	141	174	152	151	155.6666667
NM_175813	7	9	10	3	6	8	7.166666667
NM_175814	30	25	29	26	32	25	27.83333333
NM_175815	73	73	79	77	80	68	75
NM_175816	55	54	55	56	56	56	55.33333333
NM_175817	0	0	0	0	0	0	0
NM_175818	32	33	29	40	45	35	35.66666667
NM_175819	0	0	0	0	0	0	0
NM_175820	176	173	130	176	159	153	161.1666667
NM_175822	129	135	139	137	118	137	132.5
NM_175823	4	3	7	1	4	4	3.833333333
NM_175824	9	15	5	6	6	7	8
NM_175825	32	32	43	36	32	32	34.5
NM_175826	28	30	31	38	15	21	27.16666667
NM_175827	3	1	1	3	3	3	2.333333333
NM_175828	6	4	6	9	9	7	6.833333333
NM_175829	18	27	17	24	13	16	19.16666667
NM_175830	6	5	4	8	2	3	4.666666667
NM_175831	234	217	228	241	255	207	230.3333333
NM_175832	3	1	2	3	0	1	1.666666667
NM_176608	0	0	0	0	0	0	0
NM_176609	23	17	26	33	32	29	26.66666667
NM_176610	3065	3022	3031	3088	2968	3037	3035.166667
NM_176611	0	0	0	0	0	0	0
NM_176612	42	40	39	47	46	33	41.16666667
NM_176613	130	153	131	134	132	139	136.5
NM_176631	349	352	353	361	322	366	350.5
NM_176632	0	0	0	0	0	0	0
NM_176634	7	1	7	9	9	6	6.5
NM_176637	0	0	0	0	0	0	0
NM_176638	10	12	11	7	11	10	10.16666667
NM_176640	1	0	0	0	1	0	0.333333333
NM_176641	66	71	55	69	76	53	65
NM_176642	76	87	90	83	70	77	80.5
NM_176643	2	0	3	2	3	1	1.833333333
NM_176644	3	4	2	5	2	3	3.166666667
NM_176645	49	39	36	45	58	44	45.16666667
NM_176646	5	5	8	6	2	3	4.833333333
NM_176647	4	9	4	1	3	3	4
NM_176648	26	25	26	30	35	25	27.83333333
NM_176649	13	9	10	5	18	15	11.66666667
NM_176650	49	38	65	44	42	35	45.5
NM_176652	48	54	58	57	58	40	52.5
NM_176653	130	140	106	160	129	131	132.6666667
NM_176655	39	41	28	39	31	45	37.16666667
NM_176656	24	31	28	19	35	28	27.5
NM_176657	19	21	23	16	18	21	19.66666667
NM_176658	88	72	89	89	81	90	84.83333333
NM_176659	76	83	80	64	76	75	75.66666667
NM_176660	43	42	33	55	39	47	43.16666667
NM_176662	4	6	4	0	2	5	3.5
NM_176663	4	3	2	6	6	2	3.833333333
NM_176664	0	0	0	0	0	0	0
NM_176665	19	14	14	17	24	17	17.5
NM_176666	6	5	3	6	5	3	4.666666667
NM_176667	20	25	19	14	16	20	19
NM_176668	39	29	36	44	57	48	42.16666667
NM_176669	0	0	0	0	0	0	0
NM_176670	1	1	1	2	1	0	1
NM_176671	3	4	3	2	2	1	2.5
NM_176672	56	51	72	60	65	53	59.5
NM_176673	66	63	69	71	71	61	66.83333333
NM_176675	346	325	327	338	327	337	333.3333333
NM_176676	14	17	21	18	15	14	16.5
NM_176784	0	0	0	0	0	0	0
NM_176788	14	11	7	16	10	14	12
NM_176858	3	3	3	4	1	4	3
NM_176872	0	0	0	0	0	0	0
NM_177432	18	18	17	20	21	11	17.5
NM_177484	0	0	0	0	0	0	0
NM_177485	3	1	2	2	2	1	1.833333333
NM_177486	1	1	0	0	1	0	0.5
NM_177489	10	7	9	13	13	15	11.16666667
NM_177490	86	78	101	75	89	85	85.66666667
NM_177491	3	3	1	5	3	5	3.333333333
NM_177493	1	1	1	1	0	1	0.833333333
NM_177494	5	3	10	4	3	7	5.333333333
NM_177496	4	10	8	2	4	6	5.666666667
NM_177497	42	39	39	47	40	47	42.33333333
NM_177498	28	37	31	33	22	25	29.33333333
NM_177501	5	10	6	8	8	4	6.833333333
NM_177502	37	36	41	32	50	48	40.66666667
NM_177503	2	2	1	3	2	0	1.666666667
NM_177504	13	14	10	15	18	5	12.5
NM_177507	7	7	10	9	6	3	7
NM_177508	4	7	1	6	6	4	4.666666667
NM_177510	2	1	3	3	3	2	2.333333333
NM_177511	0	0	0	0	0	0	0
NM_177512	333	318	336	324	337	343	331.8333333
NM_177513	0	0	0	0	0	0	0
NM_177515	0	0	0	0	0	0	0
NM_177516	26	30	27	21	25	15	24
NM_177518	210	221	218	189	203	189	205
NM_177519	5	5	4	6	3	10	5.5
NM_177520	3	5	3	3	2	5	3.5
NM_177521	103	106	111	93	115	108	106
NM_177522	1	0	3	1	0	0	0.833333333
NM_177523	13	13	14	15	14	12	13.5
NM_177944	8	4	9	5	10	6	7
NM_177945	2	1	1	1	2	4	1.833333333
NM_177946	20	25	19	23	25	16	21.33333333
NM_177956	0	0	0	0	0	0	0
NM_177957	0	0	0	0	0	0	0
NM_177958	0	0	0	0	0	0	0
NM_178108	0	0	0	0	0	0	0
NM_178109	48	64	46	36	39	51	47.33333333
NM_178316	9	14	10	12	9	12	11
NM_178317	1	0	1	0	0	0	0.333333333
NM_178318	9	12	10	7	12	8	9.666666667
NM_178320	717	703	723	689	694	711	706.1666667
NM_178572	2	3	1	2	2	0	1.666666667
NM_178574	0	0	0	0	0	0	0
NM_180992	189	193	192	193	167	175	184.8333333
NM_180993	16	15	16	16	20	11	15.66666667
NM_180994	1	1	1	2	1	0	1
NM_180998	628	605	635	614	681	614	629.5
NM_180999	0	0	0	0	0	0	0
NM_181000	0	0	0	0	0	0	0
NM_181002	8	5	10	6	6	8	7.166666667
NM_181005	0	0	0	0	0	0	0
NM_181009	23	13	25	19	21	26	21.16666667
NM_181010	4	3	8	0	2	2	3.166666667
NM_181011	26	22	26	22	32	29	26.16666667
NM_181012	563	586	571	570	569	542	566.8333333
NM_181013	1	1	1	2	0	1	1
NM_181014	4	3	7	6	7	3	5
NM_181015	67	70	63	63	59	80	67
NM_181016	11	7	12	12	7	11	10
NM_181018	1	0	1	0	1	1	0.666666667
NM_181020	1	1	1	1	0	2	1
NM_181021	285	258	305	265	311	311	289.1666667
NM_181022	0	0	0	0	0	0	0
NM_181024	0	0	0	0	0	0	0
NM_181025	0	0	0	0	0	0	0
NM_181027	13	18	11	18	13	13	14.33333333
NM_181028	1	0	1	1	5	0	1.333333333
NM_181029	552528	551975	550630	552791	552973	552605	552250.3333
NM_181030	2	1	5	2	1	1	2
NM_181031	47	44	51	56	40	43	46.83333333
NM_181032	0	0	0	0	0	0	0
NM_181033	0	0	0	0	0	0	0
NM_181034	1	2	1	4	0	0	1.333333333
NM_181037	7	4	7	8	6	9	6.833333333
NM_181038	1	0	1	2	1	0	0.833333333
NM_181338	9	8	9	8	8	9	8.5
NM_181450	4	3	3	3	2	2	2.833333333
NM_181667	4	3	4	3	5	4	3.833333333
NM_181668	0	0	0	0	0	0	0
NM_181812	1	2	1	1	0	0	0.833333333
NM_181867	4	7	8	7	4	3	5.5
NM_182651	9	6	11	10	6	8	8.333333333
NM_182652	0	0	0	0	0	0	0
NM_182654	2	2	2	0	1	4	1.833333333
NM_182655	1	1	1	1	1	2	1.166666667
NM_182656	1	1	3	2	1	0	1.333333333
NM_182657	48	48	44	60	59	56	52.5
NM_182786	119	110	138	114	137	121	123.1666667
NM_182788	15	16	16	10	15	14	14.33333333
NM_182986	0	0	0	0	0	0	0
NM_182988	83	95	88	90	71	92	86.5
NM_182989	25	30	19	25	18	26	23.83333333
NM_183080	0	0	0	0	0	0	0
NM_183081	0	0	0	0	0	0	0
NM_183082	9	8	14	8	6	4	8.166666667
NM_183083	14	15	17	16	11	15	14.66666667
NM_183084	0	0	0	0	0	0	0
NM_183362	0	0	0	0	0	0	0
NM_183364	0	0	0	0	0	0	0
NM_183365	0	0	0	0	0	0	0
NM_183407	30	26	19	25	26	36	27
NM_194266	3	2	3	4	2	1	2.5
NM_194465	22	24	14	15	10	29	19
NM_198221	0	0	0	0	0	0	0
NM_201527	45	41	44	47	44	55	46
NM_201528	11	13	13	9	9	13	11.33333333
NM_201606	16	8	16	16	15	15	14.33333333
NM_203322	111	122	121	108	132	121	119.1666667
NM_203323	2	4	2	2	1	4	2.5
NM_203324	2	2	1	1	3	5	2.333333333
NM_203358	0	0	0	0	0	0	0
NM_203359	9	8	11	6	7	7	8
NM_203360	0	0	0	0	0	0	0
NM_203361	21	22	14	24	13	17	18.5
NM_203362	18	23	16	15	16	19	17.83333333
NM_203363	11	12	10	13	18	11	12.5
NM_203435	5	5	2	5	5	5	4.5
NM_205770	0	0	0	0	0	0	0
NM_205772	7	6	4	6	3	5	5.166666667
NM_205773	0	0	0	0	0	0	0
NM_205777	24	26	21	24	33	30	26.33333333
NM_205779	0	0	0	0	0	0	0
NM_205781	0	0	0	0	0	0	0
NM_205782	2	4	2	2	6	0	2.666666667
NM_205784	195	178	200	179	225	207	197.3333333
NM_205786	8	6	8	6	7	9	7.333333333
NM_205788	0	0	0	0	0	0	0
NM_205789	27	34	25	23	20	27	26
NM_205790	16	12	18	15	13	19	15.5
NM_205791	3	4	3	0	1	2	2.166666667
NM_205792	0	0	0	0	0	0	0
NM_205793	0	0	0	0	0	0	0
NM_205796	9	19	11	6	10	11	11
NM_205797	361	406	383	337	330	365	363.6666667
NM_205798	54	47	50	55	43	55	50.66666667
NM_205799	42	38	40	37	33	41	38.5
NM_205800	15	15	24	10	15	5	14
NM_205801	220	227	205	216	204	221	215.5
NM_205802	51	42	49	46	33	54	45.83333333
NM_205803	175	152	180	178	163	161	168.1666667
NM_205804	0	0	0	0	0	0	0
NM_205805	6	3	5	3	4	3	4
NM_205806	0	0	0	0	0	0	0
NM_205807	0	0	0	0	0	0	0
NM_205809	0	0	0	0	0	0	0
NM_205811	1	0	1	0	1	2	0.833333333
NM_205812	12	10	9	8	10	7	9.333333333
NM_205813	7	8	9	8	7	5	7.333333333
NM_205814	0	0	0	0	0	0	0
NM_205815	2	3	4	3	1	2	2.5
NM_205816	0	0	0	0	0	0	0
NM_205817	21	22	19	24	23	14	20.5
NM_205818	24	33	23	25	25	30	26.66666667
NM_206842	0	0	0	0	0	0	0
NM_206843	0	0	0	0	0	0	0
NM_206969	2	1	3	4	1	2	2.166666667
NM_206970	2	0	0	2	3	2	1.5
NM_206971	3	7	2	3	5	4	4
NR_001464	28	31	26	29	27	35	29.33333333
NR_003958	16	14	17	14	11	12	14
NR_024196	4	4	5	5	7	4	4.833333333
XM_001249303	8	11	13	9	9	10	10
XM_001249304	9	10	9	12	13	11	10.66666667
XM_001249308	1	0	2	0	0	2	0.833333333
XM_001249311	0	0	0	0	0	0	0
XM_001249312	60	78	65	64	54	66	64.5
XM_001249313	0	0	0	0	0	0	0
XM_001249315	3	4	3	1	3	2	2.666666667
XM_001249316	19	20	25	15	19	13	18.5
XM_001249323	7	7	5	8	8	5	6.666666667
XM_001249328	0	0	0	0	0	0	0
XM_001249333	0	0	0	0	0	0	0
XM_001249334	2	5	3	0	5	2	2.833333333
XM_001249339	21	22	17	26	23	22	21.83333333
XM_001249342	41	33	48	29	37	38	37.66666667
XM_001249343	1	0	1	3	0	3	1.333333333
XM_001249350	86	91	89	80	79	80	84.16666667
XM_001249354	8	8	7	12	9	9	8.833333333
XM_001249358	2	1	1	0	2	2	1.333333333
XM_001249360	14	21	15	11	12	12	14.16666667
XM_001249365	77	72	53	88	88	70	74.66666667
XM_001249373	0	0	0	0	0	0	0
XM_001249379	29	46	33	25	36	30	33.16666667
XM_001249380	0	0	0	0	0	0	0
XM_001249387	2	2	2	1	0	3	1.666666667
XM_001249389	490	502	479	465	466	531	488.8333333
XM_001249394	4	2	1	5	2	2	2.666666667
XM_001249400	18	11	11	17	17	15	14.83333333
XM_001249403	0	0	0	0	0	0	0
XM_001249407	2	1	1	3	1	0	1.333333333
XM_001249408	1	1	0	2	1	0	0.833333333
XM_001249412	0	0	0	0	0	0	0
XM_001249417	13	10	8	9	12	10	10.33333333
XM_001249420	14	8	15	20	17	15	14.83333333
XM_001249429	2	5	3	2	3	5	3.333333333
XM_001249432	0	0	0	0	0	0	0
XM_001249433	0	0	0	0	0	0	0
XM_001249438	1	1	1	0	2	0	0.833333333
XM_001249444	0	0	0	0	0	0	0
XM_001249457	0	0	0	0	0	0	0
XM_001249459	0	0	0	0	0	0	0
XM_001249461	2	3	2	2	1	2	2
XM_001249468	8	8	11	7	10	12	9.333333333
XM_001249469	0	0	0	0	0	0	0
XM_001249473	9	9	10	11	10	10	9.833333333
XM_001249476	438	419	438	423	454	447	436.5
XM_001249478	26	30	19	16	26	38	25.83333333
XM_001249481	0	0	0	0	0	0	0
XM_001249484	15	14	15	19	12	18	15.5
XM_001249488	2	1	0	2	2	2	1.5
XM_001249499	13	19	12	9	15	13	13.5
XM_001249501	0	0	0	0	0	0	0
XM_001249503	0	0	0	0	0	0	0
XM_001249508	14	15	14	19	6	15	13.83333333
XM_001249515	1	1	1	2	0	0	0.833333333
XM_001249516	4	1	4	3	6	1	3.166666667
XM_001249519	3	3	2	1	5	4	3
XM_001249524	0	0	0	0	0	0	0
XM_001249526	0	0	0	0	0	0	0
XM_001249528	573	546	589	572	589	566	572.5
XM_001249530	0	0	0	0	0	0	0
XM_001249535	0	0	0	0	0	0	0
XM_001249539	0	0	0	0	0	0	0
XM_001249543	0	0	0	0	0	0	0
XM_001249558	0	0	0	0	0	0	0
XM_001249564	73	67	67	78	83	73	73.5
XM_001249565	5	2	5	3	6	5	4.333333333
XM_001249579	0	0	0	0	0	0	0
XM_001249580	994	1012	1006	960	1003	1000	995.8333333
XM_001249581	0	0	0	0	0	0	0
XM_001249585	13	16	11	10	12	10	12
XM_001249590	1	1	3	2	0	0	1.166666667
XM_001249592	157	155	159	153	160	188	162
XM_001249593	0	0	0	0	0	0	0
XM_001249594	1	3	1	2	2	1	1.666666667
XM_001249598	262	255	263	276	275	245	262.6666667
XM_001249610	9	9	9	7	8	4	7.666666667
XM_001249611	14	14	8	12	9	8	10.83333333
XM_001249617	2	1	0	3	3	3	2
XM_001249621	0	0	0	0	0	0	0
XM_001249632	2	1	2	2	2	1	1.666666667
XM_001249639	19	16	13	21	15	16	16.66666667
XM_001249641	0	0	0	0	0	0	0
XM_001249643	0	0	0	0	0	0	0
XM_001249645	15	16	15	14	14	12	14.33333333
XM_001249652	9	9	10	13	9	8	9.666666667
XM_001249657	6	5	9	2	6	4	5.333333333
XM_001249663	0	0	0	0	0	0	0
XM_001249664	0	0	0	0	0	0	0
XM_001249666	0	0	0	0	0	0	0
XM_001249667	164	173	157	159	162	190	167.5
XM_001249676	0	0	0	0	0	0	0
XM_001249692	65	63	61	65	55	64	62.16666667
XM_001249703	5	8	5	4	5	4	5.166666667
XM_001249704	0	0	0	0	0	0	0
XM_001249705	25	25	31	26	21	21	24.83333333
XM_001249706	1	2	1	1	0	0	0.833333333
XM_001249710	0	0	0	0	0	0	0
XM_001249713	1	2	1	0	0	0	0.666666667
XM_001249714	288	305	279	274	284	282	285.3333333
XM_001249717	0	0	0	0	0	0	0
XM_001249718	20	24	15	19	26	28	22
XM_001249720	0	0	0	0	0	0	0
XM_001249723	4	5	5	3	0	1	3
XM_001249745	5	4	4	5	5	2	4.166666667
XM_001249750	438	432	458	426	438	411	433.8333333
XM_001249752	0	0	0	0	0	0	0
XM_001249757	0	0	0	0	0	0	0
XM_001249759	0	0	0	0	0	0	0
XM_001249760	30	37	27	25	29	33	30.16666667
XM_001249762	3	2	2	2	1	7	2.833333333
XM_001249763	0	0	0	0	0	0	0
XM_001249766	7	2	10	5	5	5	5.666666667
XM_001249768	1	4	2	0	0	1	1.333333333
XM_001249769	0	0	0	0	0	0	0
XM_001249773	0	0	0	0	0	0	0
XM_001249780	3	0	5	2	5	2	2.833333333
XM_001249781	0	0	0	0	0	0	0
XM_001249783	7	5	6	9	9	8	7.333333333
XM_001249789	1	0	0	0	0	1	0.333333333
XM_001249790	21	19	25	16	21	22	20.66666667
XM_001249799	25	24	22	24	22	30	24.5
XM_001249800	30	27	27	26	20	34	27.33333333
XM_001249808	7	6	10	3	3	9	6.333333333
XM_001249809	49	34	48	44	52	50	46.16666667
XM_001249831	3	6	4	6	2	2	3.833333333
XM_001249835	3	4	1	1	9	2	3.333333333
XM_001249848	2	0	0	3	1	1	1.166666667
XM_001249850	7	8	10	12	9	9	9.166666667
XM_001249851	24	25	25	26	27	16	23.83333333
XM_001249852	0	0	0	0	0	0	0
XM_001249855	1	2	0	2	1	0	1
XM_001249856	2	1	2	1	3	1	1.666666667
XM_001249858	3	4	3	2	4	1	2.833333333
XM_001249862	0	0	0	0	0	0	0
XM_001249876	61	60	60	57	59	66	60.5
XM_001249888	24	20	15	26	29	29	23.83333333
XM_001249897	1	0	0	2	0	1	0.666666667
XM_001249900	23	24	25	22	22	17	22.16666667
XM_001249901	0	0	0	0	0	0	0
XM_001249903	0	0	0	0	0	0	0
XM_001249904	65	70	63	56	64	56	62.33333333
XM_001249925	3	3	5	1	7	2	3.5
XM_001249930	14	11	9	12	20	15	13.5
XM_001249935	19	23	23	19	18	14	19.33333333
XM_001249940	1	0	2	3	1	1	1.333333333
XM_001249942	0	0	0	0	0	0	0
XM_001249944	25	28	23	18	26	23	23.83333333
XM_001249945	10	16	12	7	12	18	12.5
XM_001249947	10	14	10	8	10	13	10.83333333
XM_001249948	422	452	409	433	422	413	425.1666667
XM_001249953	0	0	0	0	0	0	0
XM_001249961	0	0	0	0	0	0	0
XM_001249965	0	0	0	0	0	0	0
XM_001249966	0	0	0	0	0	0	0
XM_001249970	866	832	820	895	898	911	870.3333333
XM_001249972	2	0	1	1	6	4	2.333333333
XM_001249973	38	27	42	37	49	24	36.16666667
XM_001249974	12	15	12	5	8	10	10.33333333
XM_001249987	2729	2813	2702	2729	2641	2825	2739.833333
XM_001250004	101	102	98	126	94	93	102.3333333
XM_001250005	13	15	21	7	11	17	14
XM_001250006	0	0	0	0	0	0	0
XM_001250013	9	7	13	11	9	8	9.5
XM_001250016	0	0	0	0	0	0	0
XM_001250017	3	8	2	3	5	1	3.666666667
XM_001250020	1179	1163	1138	1217	1210	1121	1171.333333
XM_001250024	0	0	0	0	0	0	0
XM_001250031	23	21	23	35	17	24	23.83333333
XM_001250049	0	0	0	0	0	0	0
XM_001250052	225	245	213	204	221	210	219.6666667
XM_001250053	3	2	0	3	4	1	2.166666667
XM_001250055	30	29	38	32	36	50	35.83333333
XM_001250056	129	143	117	132	123	130	129
XM_001250057	3	1	0	2	2	2	1.666666667
XM_001250060	1	2	0	1	0	0	0.666666667
XM_001250061	44	44	45	40	33	49	42.5
XM_001250063	438	442	453	442	440	440	442.5
XM_001250065	3	3	5	3	4	1	3.166666667
XM_001250069	876	863	866	868	893	903	878.1666667
XM_001250102	3	3	3	3	2	2	2.666666667
XM_001250103	0	0	0	0	0	0	0
XM_001250104	4	4	5	6	4	6	4.833333333
XM_001250106	1	2	7	3	0	4	2.833333333
XM_001250108	1	0	2	0	2	1	1
XM_001250112	3	2	0	4	7	4	3.333333333
XM_001250119	0	0	0	0	0	0	0
XM_001250125	0	0	0	0	0	0	0
XM_001250135	0	0	0	0	0	0	0
XM_001250139	3	3	3	5	2	1	2.833333333
XM_001250141	0	0	0	0	0	0	0
XM_001250147	1	1	2	1	1	2	1.333333333
XM_001250149	0	0	0	0	0	0	0
XM_001250150	10	11	12	11	16	9	11.5
XM_001250153	3	3	2	3	6	4	3.5
XM_001250161	1	2	1	2	0	1	1.166666667
XM_001250162	0	0	0	0	0	0	0
XM_001250165	1806	1786	1736	1796	1751	1827	1783.666667
XM_001250172	2	3	6	1	3	2	2.833333333
XM_001250175	0	0	0	0	0	0	0
XM_001250187	6	6	7	3	8	10	6.666666667
XM_001250189	0	0	0	0	0	0	0
XM_001250193	2	3	2	0	2	1	1.666666667
XM_001250208	1	2	1	1	1	1	1.166666667
XM_001250211	0	0	0	0	0	0	0
XM_001250216	16	16	15	12	19	17	15.83333333
XM_001250220	26	30	23	25	19	19	23.66666667
XM_001250233	5	3	5	2	4	9	4.666666667
XM_001250234	66	61	69	67	66	64	65.5
XM_001250235	0	0	0	0	0	0	0
XM_001250245	0	0	0	0	0	0	0
XM_001250250	11	16	9	13	6	8	10.5
XM_001250259	4	4	9	7	7	3	5.666666667
XM_001250261	0	0	0	0	0	0	0
XM_001250271	1	0	1	2	2	1	1.166666667
XM_001250275	6	9	8	1	6	7	6.166666667
XM_001250276	269	261	222	266	270	259	257.8333333
XM_001250296	0	0	0	0	0	0	0
XM_001250302	3	5	4	1	5	2	3.333333333
XM_001250304	0	0	0	0	0	0	0
XM_001250316	18	20	16	12	22	22	18.33333333
XM_001250320	0	0	0	0	0	0	0
XM_001250323	6	8	9	2	7	3	5.833333333
XM_001250327	7	5	7	8	6	6	6.5
XM_001250329	9	12	14	10	16	12	12.16666667
XM_001250334	30	39	20	24	33	43	31.5
XM_001250356	7	7	6	13	9	8	8.333333333
XM_001250357	0	0	0	0	0	0	0
XM_001250358	2	3	3	3	2	3	2.666666667
XM_001250359	2	3	4	3	2	4	3
XM_001250361	504	505	503	529	488	479	501.3333333
XM_001250362	2	6	2	1	2	2	2.5
XM_001250363	0	0	0	0	0	0	0
XM_001250367	7	12	4	4	7	1	5.833333333
XM_001250369	0	0	0	0	0	0	0
XM_001250370	18	24	22	15	23	15	19.5
XM_001250371	0	0	0	0	0	0	0
XM_001250372	13	12	10	13	16	14	13
XM_001250384	0	0	0	0	0	0	0
XM_001250386	1	3	1	1	0	0	1
XM_001250392	680	662	662	705	655	673	672.8333333
XM_001250399	3	4	4	1	6	3	3.5
XM_001250409	58	63	45	50	42	67	54.16666667
XM_001250423	0	0	0	0	0	0	0
XM_001250430	0	0	0	0	0	0	0
XM_001250437	1	1	2	1	2	0	1.166666667
XM_001250439	0	0	0	0	0	0	0
XM_001250446	58	56	57	57	55	56	56.5
XM_001250447	24	25	20	33	22	17	23.5
XM_001250449	0	0	0	0	0	0	0
XM_001250458	1	1	0	1	1	1	0.833333333
XM_001250459	18	16	16	15	10	15	15
XM_001250460	24	19	20	28	22	24	22.83333333
XM_001250465	7	7	10	7	10	5	7.666666667
XM_001250468	1713	1756	1749	1706	1704	1636	1710.666667
XM_001250486	9	10	11	11	4	12	9.5
XM_001250495	0	0	0	0	0	0	0
XM_001250502	0	0	0	0	0	0	0
XM_001250503	0	0	0	0	0	0	0
XM_001250508	1	2	1	2	0	0	1
XM_001250514	53	48	45	61	51	56	52.33333333
XM_001250525	0	0	0	0	0	0	0
XM_001250553	15	7	17	11	20	23	15.5
XM_001250575	13	14	9	16	12	11	12.5
XM_001250584	0	0	0	0	0	0	0
XM_001250585	2	5	4	2	0	0	2.166666667
XM_001250588	10	8	8	11	11	7	9.166666667
XM_001250593	4	6	1	5	5	3	4
XM_001250601	17	15	13	18	21	11	15.83333333
XM_001250611	5	5	4	5	5	9	5.5
XM_001250618	1	0	1	2	1	6	1.833333333
XM_001250621	7	7	7	12	14	4	8.5
XM_001250622	0	0	0	0	0	0	0
XM_001250623	8	10	3	8	7	6	7
XM_001250627	45	47	37	38	43	44	42.33333333
XM_001250628	161	185	165	155	168	168	167
XM_001250630	0	0	0	0	0	0	0
XM_001250641	14	14	14	16	17	11	14.33333333
XM_001250658	990	927	1038	950	945	976	971
XM_001250661	13	16	12	13	9	21	14
XM_001250664	1	0	0	0	0	0	0.166666667
XM_001250666	6	3	8	9	8	4	6.333333333
XM_001250668	74	62	68	78	71	74	71.16666667
XM_001250677	2	2	1	3	1	1	1.666666667
XM_001250681	1387	1382	1380	1330	1367	1335	1363.5
XM_001250683	0	0	0	0	0	0	0
XM_001250691	3	5	2	5	3	3	3.5
XM_001250699	0	0	0	0	0	0	0
XM_001250700	0	0	0	0	0	0	0
XM_001250706	0	0	0	0	0	0	0
XM_001250708	5	5	4	4	3	7	4.666666667
XM_001250713	69	69	79	83	71	82	75.5
XM_001250722	39	43	35	31	39	42	38.16666667
XM_001250723	0	0	0	0	0	0	0
XM_001250724	19	26	18	18	12	24	19.5
XM_001250731	0	0	0	0	0	0	0
XM_001250732	1387	1365	1388	1380	1400	1343	1377.166667
XM_001250733	1	0	0	0	1	0	0.333333333
