GeneIDs	lcountsRep1	lcountsRep2	lcountsRep3	lcountsRep4	lcountsRep5	lcountsRep6	mean
NM_001034045	3	3	1	2	2	1	2
NM_001034047	1434	1388	1423	1459	1466	1479	1441.5
NM_001034048	235	228	251	215	249	245	237.1666667
NM_001034049	6	8	3	8	7	4	6
NM_001034051	228	211	249	253	242	234	236.1666667
NM_001034052	47	55	44	44	52	60	50.33333333
NM_001034053	15	15	15	12	17	12	14.33333333
NM_001034054	496	479	502	494	495	498	494
NM_001034055	34	35	30	42	32	28	33.5
NM_001034056	0	0	0	0	0	0	0
NM_001034057	12	13	10	15	10	8	11.33333333
NM_001034203	22	27	27	36	25	23	26.66666667
NM_001034204	44	52	55	42	43	49	47.5
NM_001034205	0	0	0	0	0	0	0
NM_001034206	7	5	6	8	4	7	6.166666667
NM_001034208	20	23	22	19	16	24	20.66666667
NM_001034209	2	3	0	3	1	1	1.666666667
NM_001034210	85	74	89	88	84	105	87.5
NM_001034211	12	14	14	20	9	6	12.5
NM_001034212	30	40	30	27	33	25	30.83333333
NM_001034213	7	5	12	10	5	12	8.5
NM_001034214	34	38	31	36	30	33	33.66666667
NM_001034215	2	0	0	3	2	1	1.333333333
NM_001034216	18	10	19	22	16	22	17.83333333
NM_001034217	14	15	12	7	15	17	13.33333333
NM_001034219	0	0	0	0	0	0	0
NM_001034220	5	5	4	2	7	9	5.333333333
NM_001034221	0	0	0	0	0	0	0
NM_001034222	21	24	20	24	15	18	20.33333333
NM_001034223	4	3	3	4	6	3	3.833333333
NM_001034224	126	130	124	145	117	115	126.1666667
NM_001034225	136	156	131	137	138	135	138.8333333
NM_001034226	8	8	9	10	5	6	7.666666667
NM_001034227	0	0	0	0	0	0	0
NM_001034228	90	87	90	77	82	90	86
NM_001034229	7	4	8	4	5	5	5.5
NM_001034230	0	0	0	0	0	0	0
NM_001034231	28	27	31	25	22	20	25.5
NM_001034232	2	6	2	3	1	2	2.666666667
NM_001034233	43	51	37	42	27	31	38.5
NM_001034234	0	0	0	0	0	0	0
NM_001034235	36	30	38	31	28	41	34
NM_001034236	0	0	0	0	0	0	0
NM_001034237	18	27	18	18	20	18	19.83333333
NM_001034238	22	34	25	26	21	24	25.33333333
NM_001034239	8	5	10	15	6	6	8.333333333
NM_001034240	245	247	267	246	250	235	248.3333333
NM_001034241	26	19	25	42	25	22	26.5
NM_001034242	0	0	0	0	0	0	0
NM_001034243	9	16	13	6	8	13	10.83333333
NM_001034244	3	5	2	5	4	4	3.833333333
NM_001034245	4	2	5	2	8	2	3.833333333
NM_001034246	28	29	29	27	27	23	27.16666667
NM_001034247	2	1	4	1	6	1	2.5
NM_001034248	10	15	8	9	6	11	9.833333333
NM_001034249	28	36	29	35	17	33	29.66666667
NM_001034250	16	18	18	15	18	17	17
NM_001034251	11	9	14	15	11	7	11.16666667
NM_001034252	0	0	0	0	0	0	0
NM_001034253	2	1	1	1	1	4	1.666666667
NM_001034254	11	18	12	6	20	10	12.83333333
NM_001034255	12	15	14	17	11	13	13.66666667
NM_001034256	13	13	11	18	12	12	13.16666667
NM_001034258	18	19	16	20	17	20	18.33333333
NM_001034259	0	0	0	0	0	0	0
NM_001034260	4	1	5	2	3	3	3
NM_001034261	13	15	5	11	11	6	10.16666667
NM_001034264	6	9	5	2	9	2	5.5
NM_001034265	16	21	14	19	20	18	18
NM_001034266	114	104	115	92	109	101	105.8333333
NM_001034267	15	22	17	10	14	12	15
NM_001034268	27	29	29	24	18	27	25.66666667
NM_001034269	25	23	31	34	22	21	26
NM_001034270	2	2	0	2	0	1	1.166666667
NM_001034272	25	21	23	25	25	23	23.66666667
NM_001034274	83	85	91	80	89	81	84.83333333
NM_001034276	3	2	0	1	3	2	1.833333333
NM_001034277	50	48	48	58	59	45	51.33333333
NM_001034278	56	56	43	59	63	59	56
NM_001034280	6	7	9	5	6	7	6.666666667
NM_001034281	12	6	13	6	16	20	12.16666667
NM_001034282	34	27	30	25	42	31	31.5
NM_001034283	13	18	12	16	14	14	14.5
NM_001034285	22	25	21	23	16	24	21.83333333
NM_001034286	1	2	0	1	0	0	0.666666667
NM_001034287	133	136	141	138	125	136	134.8333333
NM_001034288	2	2	1	1	0	0	1
NM_001034289	27	21	26	23	31	26	25.66666667
NM_001034290	26	20	32	25	25	27	25.83333333
NM_001034291	0	0	0	0	0	0	0
NM_001034292	38	44	41	47	37	50	42.83333333
NM_001034293	45	38	44	43	45	48	43.83333333
NM_001034294	31	21	41	28	33	30	30.66666667
NM_001034295	15	15	11	22	7	16	14.33333333
NM_001034296	17	17	21	15	13	20	17.16666667
NM_001034297	11	8	7	9	4	15	9
NM_001034298	8	10	7	10	6	5	7.666666667
NM_001034299	95	82	82	102	94	87	90.33333333
NM_001034300	0	0	0	0	0	0	0
NM_001034302	10	13	13	11	15	6	11.33333333
NM_001034303	4	3	4	6	4	8	4.833333333
NM_001034304	0	0	0	0	0	0	0
NM_001034305	0	0	0	0	0	0	0
NM_001034306	0	0	0	0	0	0	0
NM_001034307	11	10	6	16	10	12	10.83333333
NM_001034308	40	36	31	43	38	46	39
NM_001034309	10	8	9	9	9	12	9.5
NM_001034310	0	0	0	0	0	0	0
NM_001034311	0	0	0	0	0	0	0
NM_001034312	15	22	17	17	15	16	17
NM_001034313	6	6	6	5	10	2	5.833333333
NM_001034314	10	8	10	10	9	17	10.66666667
NM_001034315	17	25	20	17	12	25	19.33333333
NM_001034316	234	226	227	239	229	234	231.5
NM_001034317	19	15	22	28	19	19	20.33333333
NM_001034318	155	133	148	155	151	148	148.3333333
NM_001034319	12	16	13	13	9	9	12
NM_001034320	3	4	1	4	4	0	2.666666667
NM_001034321	16	14	17	20	12	18	16.16666667
NM_001034322	54	54	54	48	55	54	53.16666667
NM_001034323	10	12	15	15	11	8	11.83333333
NM_001034324	2	2	0	0	2	1	1.166666667
NM_001034325	42	36	38	46	38	41	40.16666667
NM_001034326	4	3	1	3	9	5	4.166666667
NM_001034327	3	3	6	3	3	4	3.666666667
NM_001034328	0	0	0	0	0	0	0
NM_001034329	4	3	5	4	6	5	4.5
NM_001034330	9	4	9	5	12	7	7.666666667
NM_001034332	6	6	5	8	5	6	6
NM_001034333	339	332	355	376	355	350	351.1666667
NM_001034334	0	0	0	0	0	0	0
NM_001034335	48	50	41	50	43	51	47.16666667
NM_001034336	64	59	72	53	68	51	61.16666667
NM_001034337	7	3	13	9	7	5	7.333333333
NM_001034338	50	55	62	59	52	58	56
NM_001034339	2	4	2	1	0	2	1.833333333
NM_001034340	15	18	17	10	15	16	15.16666667
NM_001034341	65	58	68	57	44	47	56.5
NM_001034342	0	0	0	0	0	0	0
NM_001034343	9	8	9	6	7	8	7.833333333
NM_001034344	10	10	15	10	10	11	11
NM_001034345	0	0	0	0	0	0	0
NM_001034346	102	94	114	113	100	103	104.3333333
NM_001034347	9	6	9	9	12	5	8.333333333
NM_001034348	29	28	22	22	31	29	26.83333333
NM_001034349	0	0	0	0	0	0	0
NM_001034350	46	43	49	48	43	41	45
NM_001034352	10	17	14	17	12	14	14
NM_001034353	40	37	44	42	38	48	41.5
NM_001034354	12	9	10	15	10	7	10.5
NM_001034355	0	0	0	0	0	0	0
NM_001034356	69	77	73	72	62	71	70.66666667
NM_001034357	11	10	7	4	12	10	9
NM_001034358	11	12	5	10	14	12	10.66666667
NM_001034359	9	8	12	11	9	4	8.833333333
NM_001034360	12	12	20	10	6	11	11.83333333
NM_001034361	0	0	0	0	0	0	0
NM_001034362	3	4	1	4	3	0	2.5
NM_001034363	7	7	9	6	7	9	7.5
NM_001034365	5	7	8	10	5	2	6.166666667
NM_001034366	61	61	53	63	61	55	59
NM_001034367	17	17	25	17	14	11	16.83333333
NM_001034368	4	4	4	2	5	5	4
NM_001034369	57	60	64	53	58	56	58
NM_001034370	338	305	358	349	341	369	343.3333333
NM_001034371	64	80	60	82	62	62	68.33333333
NM_001034372	12	13	6	11	10	10	10.33333333
NM_001034373	3	1	2	4	3	2	2.5
NM_001034374	4	4	1	8	6	2	4.166666667
NM_001034375	2	0	0	2	2	3	1.5
NM_001034376	49	61	56	41	45	68	53.33333333
NM_001034377	24	24	21	17	14	26	21
NM_001034379	6	9	8	8	5	5	6.833333333
NM_001034380	4	5	2	3	3	5	3.666666667
NM_001034381	21	22	19	11	28	16	19.5
NM_001034382	19	20	19	29	23	21	21.83333333
NM_001034383	74	87	69	67	77	62	72.66666667
NM_001034384	2	6	1	1	1	4	2.5
NM_001034385	6	2	4	6	5	6	4.833333333
NM_001034387	7	5	9	6	3	11	6.833333333
NM_001034388	8	6	9	6	5	11	7.5
NM_001034389	1	1	0	0	0	0	0.333333333
NM_001034390	16	23	28	15	17	16	19.16666667
NM_001034391	0	0	0	0	0	0	0
NM_001034393	32	26	35	30	33	30	31
NM_001034394	5	3	6	6	6	7	5.5
NM_001034395	9	7	4	8	10	13	8.5
NM_001034396	20	18	16	20	11	19	17.33333333
NM_001034397	11	16	7	11	4	10	9.833333333
NM_001034398	129	138	142	141	116	126	132
NM_001034399	193	214	185	221	176	183	195.3333333
NM_001034400	12	11	11	16	12	12	12.33333333
NM_001034401	4	3	3	2	3	1	2.666666667
NM_001034402	9	3	10	15	6	12	9.166666667
NM_001034403	4	5	8	6	4	5	5.333333333
NM_001034404	262	259	240	247	274	265	257.8333333
NM_001034405	4	2	4	0	6	3	3.166666667
NM_001034406	9	6	5	10	9	6	7.5
NM_001034407	19	19	18	11	25	23	19.16666667
NM_001034408	3	4	3	2	4	5	3.5
NM_001034409	11	10	14	10	16	13	12.33333333
NM_001034410	13	18	14	15	19	17	16
NM_001034411	0	0	0	0	0	0	0
NM_001034412	4	7	8	2	7	2	5
NM_001034413	45	32	47	40	42	39	40.83333333
NM_001034414	17	19	16	26	15	13	17.66666667
NM_001034415	23	24	24	20	21	23	22.5
NM_001034416	15	15	12	21	12	13	14.66666667
NM_001034417	23	26	26	30	22	30	26.16666667
NM_001034418	4	3	3	5	2	6	3.833333333
NM_001034419	1	2	1	2	1	1	1.333333333
NM_001034420	12	12	6	7	6	15	9.666666667
NM_001034421	54	57	44	52	44	41	48.66666667
NM_001034422	2	2	3	1	0	1	1.5
NM_001034423	2	3	2	3	3	4	2.833333333
NM_001034424	29	27	24	34	29	32	29.16666667
NM_001034425	26	19	33	25	33	25	26.83333333
NM_001034426	30	28	35	35	38	30	32.66666667
NM_001034427	14	8	16	13	21	8	13.33333333
NM_001034428	22	27	23	21	15	21	21.5
NM_001034429	207	212	235	212	217	212	215.8333333
NM_001034431	3	3	2	1	3	5	2.833333333
NM_001034432	0	0	0	0	0	0	0
NM_001034433	4	3	0	7	6	2	3.666666667
NM_001034434	284	267	294	289	281	279	282.3333333
NM_001034435	9	12	12	6	4	5	8
NM_001034436	21	20	24	24	28	26	23.83333333
NM_001034437	0	0	0	0	0	0	0
NM_001034438	593	613	578	606	594	576	593.3333333
NM_001034439	54	60	64	55	46	62	56.83333333
NM_001034440	2	1	1	4	1	1	1.666666667
NM_001034441	6	4	7	9	4	3	5.5
NM_001034442	22	18	26	21	27	20	22.33333333
NM_001034443	7	4	8	4	5	10	6.333333333
NM_001034444	12	7	7	7	17	11	10.16666667
NM_001034445	24	26	23	18	31	24	24.33333333
NM_001034446	21	14	20	14	22	25	19.33333333
NM_001034447	5	3	5	3	5	5	4.333333333
NM_001034448	11	16	8	10	3	8	9.333333333
NM_001034449	14	21	11	11	12	9	13
NM_001034450	2	2	3	2	4	1	2.333333333
NM_001034451	0	0	0	0	0	0	0
NM_001034452	95	77	95	89	91	97	90.66666667
NM_001034453	58	69	54	59	51	51	57
NM_001034454	28	28	31	20	25	34	27.66666667
NM_001034455	8	6	4	4	10	10	7
NM_001034456	22	21	22	29	28	21	23.83333333
NM_001034457	4	7	0	7	1	3	3.666666667
NM_001034458	24	23	20	33	17	35	25.33333333
NM_001034459	876	838	874	821	836	883	854.6666667
NM_001034460	3	3	4	3	3	3	3.166666667
NM_001034461	7	5	8	9	8	7	7.333333333
NM_001034462	29	34	32	21	33	20	28.16666667
NM_001034463	26	20	29	31	17	34	26.16666667
NM_001034464	240	228	238	285	214	242	241.1666667
NM_001034465	20	20	13	23	21	18	19.16666667
NM_001034467	8	12	8	5	7	9	8.166666667
NM_001034468	26	19	31	33	27	27	27.16666667
NM_001034469	27	19	25	25	32	22	25
NM_001034470	5	8	4	5	4	3	4.833333333
NM_001034473	5	4	6	4	5	7	5.166666667
NM_001034474	11	10	10	8	12	6	9.5
NM_001034475	3	0	7	4	4	2	3.333333333
NM_001034477	54	52	43	41	53	51	49
NM_001034478	31	34	39	36	47	37	37.33333333
NM_001034479	1	3	0	1	1	0	1
NM_001034480	6	7	8	8	11	5	7.5
NM_001034481	44	39	46	35	49	50	43.83333333
NM_001034482	39	50	32	37	45	43	41
NM_001034484	42	34	47	41	39	42	40.83333333
NM_001034485	0	0	0	0	0	0	0
NM_001034486	8	5	7	7	10	10	7.833333333
NM_001034487	11	12	10	12	9	10	10.66666667
NM_001034488	11	7	16	14	10	6	10.66666667
NM_001034489	204	214	205	183	203	213	203.6666667
NM_001034490	0	0	0	0	0	0	0
NM_001034491	31	28	30	31	29	33	30.33333333
NM_001034492	4	4	4	0	2	7	3.5
NM_001034493	20	22	19	22	16	22	20.16666667
NM_001034494	5	4	5	11	6	9	6.666666667
NM_001034495	5	7	3	2	1	7	4.166666667
NM_001034496	30	31	22	28	27	29	27.83333333
NM_001034497	0	0	0	0	0	0	0
NM_001034498	1	0	0	4	0	0	0.833333333
NM_001034499	1	1	0	0	0	1	0.5
NM_001034500	1	1	1	0	1	3	1.166666667
NM_001034501	1	1	1	1	0	2	1
NM_001034502	182	212	207	195	170	195	193.5
NM_001034503	14	14	13	21	11	15	14.66666667
NM_001034504	10	7	9	13	10	5	9
NM_001034505	20	22	27	16	23	19	21.16666667
NM_001034506	6	7	4	3	7	3	5
NM_001034507	25	23	33	22	20	32	25.83333333
NM_001034508	114	115	119	114	120	121	117.1666667
NM_001034510	55	62	72	68	53	52	60.33333333
NM_001034511	27	33	24	24	23	33	27.33333333
NM_001034512	4	3	5	6	3	1	3.666666667
NM_001034513	1	1	1	3	2	0	1.333333333
NM_001034514	42	43	40	42	50	45	43.66666667
NM_001034515	0	0	0	0	0	0	0
NM_001034516	4	5	9	3	1	7	4.833333333
NM_001034517	10	9	5	5	4	9	7
NM_001034518	18	23	15	18	15	19	18
NM_001034519	7	9	4	12	9	9	8.333333333
NM_001034521	112	119	104	102	127	100	110.6666667
NM_001034522	34	29	34	40	40	31	34.66666667
NM_001034523	49	34	49	42	43	41	43
NM_001034524	44	40	36	39	46	47	42
NM_001034525	0	0	0	0	0	0	0
NM_001034526	15	19	12	19	12	14	15.16666667
NM_001034527	3	0	4	5	2	3	2.833333333
NM_001034528	3	7	2	1	2	5	3.333333333
NM_001034529	5	11	3	12	11	7	8.166666667
NM_001034530	52	64	44	41	49	57	51.16666667
NM_001034531	0	0	0	0	0	0	0
NM_001034532	5	2	3	4	6	4	4
NM_001034533	13	8	14	17	9	11	12
NM_001034535	6	8	4	8	2	4	5.333333333
NM_001034536	1	0	0	4	2	0	1.166666667
NM_001034537	4	4	3	5	1	0	2.833333333
NM_001034538	7	8	6	11	5	4	6.833333333
NM_001034539	4	3	2	7	5	3	4
NM_001034540	5	4	11	6	3	6	5.833333333
NM_001034541	59	59	58	53	59	55	57.16666667
NM_001034542	11	10	8	11	7	16	10.5
NM_001034543	23	21	28	29	24	26	25.16666667
NM_001034544	32	35	30	40	23	31	31.83333333
NM_001034545	1	0	2	1	1	3	1.333333333
NM_001034546	15	12	12	15	17	15	14.33333333
NM_001034547	14	19	14	13	12	7	13.16666667
NM_001034548	18	19	28	19	10	15	18.16666667
NM_001034550	84	89	72	91	86	83	84.16666667
NM_001034551	55	48	64	46	47	46	51
NM_001034552	0	0	0	0	0	0	0
NM_001034553	0	0	0	0	0	0	0
NM_001034554	2	1	2	1	3	1	1.666666667
NM_001034555	152	161	156	142	146	145	150.3333333
NM_001034556	290	267	312	283	279	305	289.3333333
NM_001034557	68	75	60	72	72	67	69
NM_001034558	32	26	24	43	28	33	31
NM_001034559	12	11	10	9	7	17	11
NM_001034560	8	6	7	7	7	10	7.5
NM_001034561	12	12	10	11	12	9	11
NM_001034562	137	138	142	138	156	130	140.1666667
NM_001034564	2	1	2	2	0	1	1.333333333
NM_001034565	6	9	7	8	7	7	7.333333333
NM_001034567	7	8	6	5	13	8	7.833333333
NM_001034568	0	0	0	0	0	0	0
NM_001034569	6	6	7	6	5	6	6
NM_001034570	59	51	55	65	66	60	59.33333333
NM_001034571	8	6	6	8	10	9	7.833333333
NM_001034572	51	50	42	47	56	47	48.83333333
NM_001034573	0	0	0	0	0	0	0
NM_001034574	6	5	5	6	9	8	6.5
NM_001034575	25	17	30	25	26	19	23.66666667
NM_001034576	11	7	13	7	7	9	9
NM_001034577	9	10	7	7	5	9	7.833333333
NM_001034578	4	5	6	2	6	0	3.833333333
NM_001034579	6	2	10	5	3	4	5
NM_001034580	0	0	0	0	0	0	0
NM_001034582	4	3	2	2	2	6	3.166666667
NM_001034583	53	58	58	57	43	67	56
NM_001034584	3	3	0	1	4	7	3
NM_001034585	2	2	4	2	6	1	2.833333333
NM_001034586	12	9	11	12	6	15	10.83333333
NM_001034587	6	6	7	5	3	4	5.166666667
NM_001034588	9	8	12	14	4	10	9.5
NM_001034589	1	0	0	0	1	1	0.5
NM_001034591	577	567	575	586	608	564	579.5
NM_001034592	34	28	35	41	33	33	34
NM_001034593	0	0	0	0	0	0	0
NM_001034594	2	0	4	3	2	1	2
NM_001034596	20	19	18	24	23	32	22.66666667
NM_001034597	4	3	6	3	2	8	4.333333333
NM_001034598	10	13	11	8	19	9	11.66666667
NM_001034599	44	47	51	52	49	46	48.16666667
NM_001034600	21	12	23	22	23	24	20.83333333
NM_001034601	6	5	6	7	6	8	6.333333333
NM_001034602	19	14	23	20	18	13	17.83333333
NM_001034603	71	77	63	66	61	71	68.16666667
NM_001034604	59	80	57	63	45	63	61.16666667
NM_001034605	19	19	15	21	27	16	19.5
NM_001034606	0	0	0	0	0	0	0
NM_001034607	56	44	52	61	44	65	53.66666667
NM_001034609	9	10	9	13	10	9	10
NM_001034610	10	3	10	11	9	13	9.333333333
NM_001034613	35	33	40	33	28	41	35
NM_001034614	28	34	31	29	25	34	30.16666667
NM_001034615	37	26	27	49	35	32	34.33333333
NM_001034616	14	16	14	13	13	7	12.83333333
NM_001034617	4	3	6	2	3	4	3.666666667
NM_001034618	98	105	89	98	113	121	104
NM_001034619	5	7	2	4	8	7	5.5
NM_001034621	2	2	3	2	3	2	2.333333333
NM_001034624	56	67	57	43	52	42	52.83333333
NM_001034625	556	539	575	554	529	554	551.1666667
NM_001034626	12	3	10	12	21	8	11
NM_001034627	19	23	24	12	13	18	18.16666667
NM_001034628	32	27	33	42	41	34	34.83333333
NM_001034629	17	16	18	16	17	23	17.83333333
NM_001034630	17	22	18	14	23	14	18
NM_001034632	18	12	21	21	14	19	17.5
NM_001034633	0	0	0	0	0	0	0
NM_001034634	28	16	25	26	26	26	24.5
NM_001034636	28	21	27	25	21	31	25.5
NM_001034638	21	16	14	25	14	16	17.66666667
NM_001034639	18	22	22	16	18	25	20.16666667
NM_001034642	2	0	5	5	2	3	2.833333333
NM_001034643	11	15	10	12	12	11	11.83333333
NM_001034644	4	3	2	6	8	6	4.833333333
NM_001034645	9	5	13	10	6	11	9
NM_001034646	11	14	11	7	8	17	11.33333333
NM_001034647	1	1	1	4	0	1	1.333333333
NM_001034648	1	2	0	2	0	0	0.833333333
NM_001034649	10	15	10	8	14	12	11.5
NM_001034651	35	35	34	44	40	44	38.66666667
NM_001034652	32	33	29	33	33	37	32.83333333
NM_001034653	54	54	63	58	47	53	54.83333333
NM_001034654	23	28	26	26	22	21	24.33333333
NM_001034655	9	8	8	13	16	8	10.33333333
NM_001034656	0	0	0	0	0	0	0
NM_001034658	4	6	3	4	2	5	4
NM_001034659	0	0	0	0	0	0	0
NM_001034661	11	8	8	9	7	12	9.166666667
NM_001034662	9	7	5	10	14	8	8.833333333
NM_001034663	37	35	45	34	38	44	38.83333333
NM_001034665	3	0	4	2	3	1	2.166666667
NM_001034666	10	10	17	12	14	10	12.16666667
NM_001034667	65	84	79	66	70	72	72.66666667
NM_001034669	0	0	0	0	0	0	0
NM_001034670	4	6	5	2	3	4	4
NM_001034671	2	1	3	1	3	3	2.166666667
NM_001034672	3	4	6	5	4	3	4.166666667
NM_001034673	3	1	4	2	3	2	2.5
NM_001034674	982	1020	981	990	1019	960	992
NM_001034675	3	3	5	3	2	2	3
NM_001034677	10	14	10	9	8	8	9.833333333
NM_001034678	1	2	4	0	3	2	2
NM_001034679	26	21	21	18	22	22	21.66666667
NM_001034680	5	3	2	2	8	5	4.166666667
NM_001034681	2	4	2	3	1	0	2
NM_001034682	14	11	24	10	13	10	13.66666667
NM_001034683	54	52	56	50	54	62	54.66666667
NM_001034684	54	47	53	51	48	47	50
NM_001034685	6	4	5	5	4	5	4.833333333
NM_001034686	12	15	9	11	14	7	11.33333333
NM_001034687	1	0	0	0	1	2	0.666666667
NM_001034688	14	16	11	14	20	24	16.5
NM_001034689	0	0	0	0	0	0	0
NM_001034690	1951	1985	1945	1982	1929	1942	1955.666667
NM_001034691	13	11	15	10	14	10	12.16666667
NM_001034692	75	66	81	66	70	72	71.66666667
NM_001034693	78	87	80	67	76	91	79.83333333
NM_001034694	16	16	15	28	13	15	17.16666667
NM_001034695	17	17	16	20	21	18	18.16666667
NM_001034697	0	0	0	0	0	0	0
NM_001034698	0	0	0	0	0	0	0
NM_001034699	10	16	9	6	13	8	10.33333333
NM_001034700	38	34	30	30	43	43	36.33333333
NM_001034701	49	46	63	47	48	55	51.33333333
NM_001034702	1	0	0	0	2	1	0.666666667
NM_001034703	28	18	20	30	19	34	24.83333333
NM_001034704	6	3	8	4	4	7	5.333333333
NM_001034705	67	84	62	63	61	61	66.33333333
NM_001034706	11	13	11	9	8	17	11.5
NM_001034707	4	3	2	6	6	1	3.666666667
NM_001034709	27	38	25	21	34	37	30.33333333
NM_001034710	0	0	0	0	0	0	0
NM_001034711	131	130	141	133	133	153	136.8333333
NM_001034712	5	4	7	7	9	2	5.666666667
NM_001034713	125	115	130	132	126	128	126
NM_001034714	2	4	1	4	2	3	2.666666667
NM_001034715	11	9	13	14	6	14	11.16666667
NM_001034716	990	1014	1041	1015	938	975	995.5
NM_001034717	7	9	1	4	5	9	5.833333333
NM_001034718	0	0	0	0	0	0	0
NM_001034719	32	38	32	27	28	38	32.5
NM_001034720	4	4	5	4	2	4	3.833333333
NM_001034721	1	2	0	1	1	4	1.5
NM_001034722	16	17	17	19	11	21	16.83333333
NM_001034723	16	14	10	18	9	19	14.33333333
NM_001034725	2	2	1	0	3	0	1.333333333
NM_001034726	29	27	21	32	27	31	27.83333333
NM_001034727	209	222	211	212	236	194	214
NM_001034728	7	1	9	8	9	8	7
NM_001034729	39	37	43	40	34	28	36.83333333
NM_001034730	2	4	4	0	4	2	2.666666667
NM_001034731	36	29	34	31	32	48	35
NM_001034732	7	4	4	10	5	5	5.833333333
NM_001034734	16	14	14	19	21	15	16.5
NM_001034735	84	76	80	94	83	100	86.16666667
NM_001034736	0	0	0	0	0	0	0
NM_001034737	4	4	4	5	7	6	5
NM_001034738	0	0	0	0	0	0	0
NM_001034739	7	3	7	4	10	5	6
NM_001034741	36	46	35	38	23	27	34.16666667
NM_001034742	3	3	3	1	2	1	2.166666667
NM_001034743	3	3	3	3	3	2	2.833333333
NM_001034744	0	0	0	0	0	0	0
NM_001034745	111	117	112	119	122	120	116.8333333
NM_001034747	13	16	13	7	10	9	11.33333333
NM_001034748	34	24	44	28	32	39	33.5
NM_001034749	64	58	56	67	66	64	62.5
NM_001034750	13	14	12	13	13	17	13.66666667
NM_001034751	9	8	9	5	15	9	9.166666667
NM_001034752	7	9	8	12	7	7	8.333333333
NM_001034753	8	12	7	11	4	6	8
NM_001034754	11	10	11	19	13	14	13
NM_001034755	0	0	0	0	0	0	0
NM_001034756	8	9	7	11	12	5	8.666666667
NM_001034757	0	0	0	0	0	0	0
NM_001034759	738	747	743	776	738	768	751.6666667
NM_001034760	21	13	18	28	18	26	20.66666667
NM_001034761	127	118	148	136	125	101	125.8333333
NM_001034762	0	0	0	0	0	0	0
NM_001034764	18	20	18	20	24	27	21.16666667
NM_001034765	26	34	31	29	31	31	30.33333333
NM_001034766	22	26	30	19	14	28	23.16666667
NM_001034767	37	41	38	37	27	25	34.16666667
NM_001034768	14	7	10	10	10	14	10.83333333
NM_001034769	16	12	17	9	21	17	15.33333333
NM_001034770	16	19	10	19	12	17	15.5
NM_001034771	25	18	27	16	25	26	22.83333333
NM_001034772	85	82	80	90	96	77	85
NM_001034774	20	11	14	25	20	28	19.66666667
NM_001034775	8	10	5	6	8	4	6.833333333
NM_001034776	47	50	62	45	48	55	51.16666667
NM_001034778	3	1	5	4	5	2	3.333333333
NM_001034779	4	4	6	1	3	1	3.166666667
NM_001034780	0	0	0	0	0	0	0
NM_001034781	39	45	45	42	39	31	40.16666667
NM_001034782	3	6	3	4	5	3	4
NM_001034783	397	418	416	387	409	403	405
NM_001034786	18	7	16	25	15	17	16.33333333
NM_001034787	24	25	30	22	23	27	25.16666667
NM_001034788	149	149	155	151	128	162	149
NM_001034789	41	37	25	41	48	40	38.66666667
NM_001034790	5	6	8	4	4	6	5.5
NM_001034791	30	28	24	33	35	25	29.16666667
NM_001034792	11	19	11	14	13	7	12.5
NM_001034793	3	3	0	2	0	9	2.833333333
NM_001034794	8	6	7	12	6	8	7.833333333
NM_001034795	54	52	55	53	67	50	55.16666667
NM_001034796	0	0	0	0	0	0	0
NM_001034797	41	38	39	39	37	42	39.33333333
NM_001034798	4	6	7	6	2	4	4.833333333
NM_001034800	102	110	119	108	101	86	104.3333333
NM_001034801	3	1	0	3	3	2	2
NM_001034802	39	39	23	30	36	38	34.16666667
NM_001034803	26	24	33	17	25	40	27.5
NM_001034804	5	10	10	4	2	3	5.666666667
NM_001034805	2	3	0	1	1	0	1.166666667
NM_001034808	8	8	9	14	5	9	8.833333333
NM_001034809	29	31	24	26	37	38	30.83333333
NM_001034810	58	60	55	64	47	55	56.5
NM_001034812	17	12	18	16	15	17	15.83333333
NM_001035008	17	17	21	20	17	15	17.83333333
NM_001035009	266	261	247	243	267	252	256
NM_001035010	59	54	83	62	45	61	60.66666667
NM_001035011	0	0	0	0	0	0	0
NM_001035012	4	3	5	6	2	5	4.166666667
NM_001035013	1	0	3	0	1	1	1
NM_001035014	995	955	1053	1051	1070	1000	1020.666667
NM_001035015	21	19	19	18	18	23	19.66666667
NM_001035016	19	18	17	18	17	14	17.16666667
NM_001035017	4	5	8	4	6	4	5.166666667
NM_001035018	18	19	10	22	18	13	16.66666667
NM_001035019	0	0	0	0	0	0	0
NM_001035020	1	2	1	1	0	1	1
NM_001035021	0	0	0	0	0	0	0
NM_001035022	9	9	9	8	11	7	8.833333333
NM_001035023	2	4	0	2	1	1	1.666666667
NM_001035024	11	9	7	11	10	11	9.833333333
NM_001035026	13	12	12	16	8	11	12
NM_001035027	6	6	5	6	3	8	5.666666667
NM_001035028	22	17	15	21	19	22	19.33333333
NM_001035029	25	22	18	28	29	27	24.83333333
NM_001035030	5	6	7	8	8	4	6.333333333
NM_001035031	7	6	4	2	9	9	6.166666667
NM_001035032	25	25	28	25	26	23	25.33333333
NM_001035033	1	2	0	0	1	2	1
NM_001035034	9	6	8	11	17	10	10.16666667
NM_001035035	5	3	3	6	5	6	4.666666667
NM_001035037	16	16	20	10	13	22	16.16666667
NM_001035038	22	16	25	15	20	22	20
NM_001035041	13	10	12	17	14	17	13.83333333
NM_001035042	0	0	0	0	0	0	0
